fuel_type,body_type,kilometer_runned,transmission_type,number_of_owners,manufacturer,model,model_year,price,registration_year,insurance_validity,seats,engine_displacement,mileage,max_power(bhp),City
1,1042342.282,46.42,1,2,28,223,2011,300000,2011,5,7,12.68,2.39,5.17,3
4,1045481.863,34.2,1,2,7,56,2017,825000,2017,5,5,11.44,2.61,4.9,3
1,1045481.863,36.66,0,1,19,157,2017,741000,2018,4,5,10.77,3.05,4.2,3
4,460293.0196,41.81,1,1,19,140,2015,365000,2015,5,5,9.99,2.93,4.04,3
4,1045481.863,42.88,1,1,19,157,2014,475000,2014,5,5,10.62,2.82,4.46,3
4,460293.0196,44.68,1,2,8,81,2016,561000,2016,5,5,10.62,2.65,4.34,3
1,1042342.282,44.81,0,2,28,226,2017,1200000,2017,5,7,12.68,2.6,5.36,3
4,460293.0196,38.95,1,2,19,160,2017,411000,2018,2,5,9.99,2.74,4.06,3
4,460293.0196,41.21,0,1,19,160,2016,460000,2016,5,5,9.99,2.74,4.06,3
4,460293.0196,39.09,1,2,19,160,2013,309000,2014,5,5,9.99,2.66,4.06,3
4,1045481.863,37.07,1,1,7,56,2015,594000,2015,4,5,11.44,2.59,4.9,3
4,1045481.863,45.54,1,1,19,157,2016,516000,2016,2,5,10.62,2.82,4.46,3
1,1494416.76,49.32,1,2,16,129,2013,680000,2013,5,7,12.68,2.47,5.19,3
4,460293.0196,43.09,0,1,30,258,2017,760000,2017,5,5,10.62,2.58,4.7,3
1,1045481.863,42.17,1,1,27,218,2012,499000,2012,5,5,11.69,2.74,4.7,3
1,1494416.76,42.82,1,1,16,129,2018,1300000,2018,5,7,12.59,2.52,5.19,3
1,460293.0196,38.26,1,1,19,152,2013,450000,2013,5,5,10.77,2.85,4.2,3
4,460293.0196,31.84,0,2,8,81,2017,667000,2018,5,5,11.1,2.65,4.62,3
4,1494416.76,47.4,0,1,28,233,2018,790000,2018,2,5,10.62,2.57,4.77,3
1,460293.0196,42.17,1,1,19,156,2014,480000,2014,5,5,10.77,2.84,4.2,3
4,1045481.863,47.89,1,2,7,56,2014,464000,2014,2,5,11.44,2.59,4.9,3
4,1045481.863,35.34,0,1,8,68,2018,1228000,2018,5,5,12.6,2.45,5.31,3
1,1494416.76,49.48,1,2,19,159,2017,801000,2017,5,5,10.77,2.9,4.46,3
4,460293.0196,34.2,1,2,19,149,2020,560000,2020,5,5,10.62,2.75,4.34,3
1,1494416.76,41.72,1,1,16,117,2016,420000,2016,4,5,10.62,2.94,4.25,3
4,460293.0196,30.53,1,2,8,70,2016,472000,2016,5,5,10.62,2.66,4.34,3
4,1045481.863,39.15,1,1,27,218,2017,750000,2017,5,5,11.69,2.49,4.69,3
1,1494416.76,49.66,1,1,8,66,2017,1098000,2017,2,5,11.65,2.7,5.02,3
4,460293.0196,33.52,0,1,19,137,2017,650000,2018,3,5,10.62,2.78,4.36,3
1,1494416.76,53.37,0,1,31,270,2017,4550000,2017,5,7,12.53,2.58,5.84,3
1,1045481.863,47.91,1,1,7,52,2018,680000,2018,5,5,11.44,2.95,4.62,3
1,1494416.76,49.32,1,3,16,129,2012,600000,2012,5,7,12.68,2.47,5.19,3
1,1045481.863,35.57,0,1,0,3,2016,2699000,2016,5,5,12.53,2.65,5.73,3
1,460293.0196,43.97,1,1,8,70,2016,499000,2016,5,5,10.38,2.88,4.12,3
4,1045481.863,39.36,0,1,7,56,2021,1250000,2021,5,5,11.44,2.59,4.9,3
4,460293.0196,45.56,1,1,19,156,2014,409000,2015,5,5,10.62,2.82,4.46,3
4,1494416.76,45.89,1,1,8,66,2018,991000,2018,2,5,11.67,2.35,4.95,3
4,460293.0196,47.09,0,2,8,70,2016,496000,2017,5,5,10.62,2.66,4.34,3
4,460293.0196,30.56,1,1,4,35,2017,298000,2017,5,5,9.38,2.83,3.77,3
4,460293.0196,40.51,1,1,30,258,2019,720000,2019,5,5,10,2.66,4.22,3
4,460293.0196,43.11,1,1,8,81,2017,583000,2017,5,5,10.62,2.65,4.34,3
1,1045481.863,47.33,0,1,20,168,2011,1125000,2011,5,5,12.68,2.46,5.54,3
4,1494416.76,29.95,1,1,19,155,2020,982000,2021,4,5,11.35,2.65,4.69,3
4,460293.0196,39.15,1,1,19,156,2015,458000,2015,5,5,10.62,2.82,4.46,3
1,1494416.76,47.91,1,2,16,129,2015,950000,2015,5,7,12.68,2.52,5.19,3
1,1045481.863,42.2,1,1,7,56,2018,853000,2018,4,5,11.44,2.95,4.61,3
4,460293.0196,36.84,1,2,8,70,2019,600000,2019,5,5,10.62,2.66,4.34,3
4,1045481.863,41.79,1,1,7,58,2010,390000,2010,5,5,12.16,2.38,5.07,3
4,460293.0196,41.21,1,2,19,137,2018,620000,2018,5,5,10.62,2.78,4.36,3
1,1494416.76,27.14,1,1,28,232,2021,2200000,2021,5,7,12.51,2.53,5.51,3
1,1042342.282,49.32,1,1,29,250,2012,750000,2012,5,7,12.68,2.35,4.64,3
1,1042342.282,49.32,1,2,29,250,2013,975000,2013,5,7,12.68,2.35,4.64,3
4,460293.0196,37.04,1,1,19,156,2013,447000,2013,4,5,10.62,2.82,4.46,3
1,460293.0196,44.06,1,2,19,156,2013,410000,2013,5,5,10.77,2.84,4.2,3
1,1045481.863,41.21,1,1,8,78,2010,330000,2010,5,5,11.43,2.56,4.79,3
4,460293.0196,42.32,1,2,19,152,2014,372000,2014,2,5,10.62,2.64,4.41,3
1,460293.0196,39.58,1,1,8,70,2016,470000,2017,5,5,10.38,2.88,4.12,3
4,460293.0196,36.09,1,1,8,80,2012,297000,2012,4,5,10.62,2.73,4.29,3
1,460293.0196,47.91,1,2,30,258,2014,420000,2014,5,5,11.44,2.72,4.46,3
1,460293.0196,45.96,1,2,19,156,2013,406000,2013,2,5,10.77,2.84,4.2,3
1,1045481.863,44.39,1,3,8,78,2014,561000,2014,5,5,11.65,2.82,5.02,3
1,460293.0196,46.42,1,1,19,152,2016,350000,2016,5,5,10.77,2.85,4.2,3
4,460293.0196,37.64,1,2,19,134,2012,193000,2012,5,5,9.38,2.7,3.59,3
4,1045481.863,49.32,1,2,7,56,2011,400000,2011,5,5,11.44,2.57,4.88,3
1,460293.0196,42.73,1,1,8,81,2019,765000,2019,5,5,11.18,2.82,4.46,3
1,1042342.282,48.2,1,1,29,251,2017,1999000,2017,5,7,12.68,2.39,5.29,3
4,1494416.76,21.54,1,1,23,194,2022,850000,2022,5,5,10,2.66,4.14,3
4,1494416.76,27.14,1,1,19,159,2022,1000000,2022,5,5,11.35,2.57,4.69,3
1,1494416.76,44.65,1,2,16,129,2012,556000,2012,5,7,12.68,2.47,5.19,3
4,460293.0196,46.42,1,2,19,134,2008,100000,2008,5,5,9.38,2.7,3.59,3
4,1042342.282,27.14,1,1,19,144,2021,1050000,2021,5,7,11.35,2.67,4.69,3
4,1494416.76,24.05,1,1,23,194,2022,909000,2022,5,5,10,2.71,4.62,3
4,1494416.76,30.67,1,1,23,194,2020,734000,2020,4,5,10,2.66,4.14,3
4,460293.0196,31.07,0,1,19,140,2017,450000,2017,5,5,9.99,2.85,4.06,3
4,460293.0196,25.25,0,1,4,35,2018,356000,2018,2,5,10,2.84,4.06,3
4,460293.0196,28.72,0,1,30,258,2021,835000,2021,4,5,10,2.54,4.77,3
4,460293.0196,36.46,1,2,19,136,2013,233000,2013,5,5,9.99,2.9,4.04,3
4,460293.0196,39.67,1,2,19,136,2013,221000,2013,5,5,9.99,2.9,4.04,3
4,1045481.863,35.57,0,1,28,239,2018,549000,2018,5,5,10.62,2.73,4.38,3
4,1045481.863,25.19,1,1,19,142,2022,881000,2022,5,5,11.35,2.74,4.69,3
4,460293.0196,32.4,1,1,19,135,2018,325000,2019,5,5,9.38,2.91,3.62,3
4,460293.0196,35.57,1,1,8,80,2008,250000,2008,5,5,10.62,2.73,4.29,3
1,1042342.282,44.81,1,1,19,144,2016,810000,2016,5,7,11.44,2.89,4.54,3
1,1494416.76,34.2,0,1,28,233,2018,1200000,2018,5,5,11.44,2.78,4.77,3
4,460293.0196,28.4,1,1,19,156,2022,650000,2022,2,5,10.62,2.82,4.46,3
0,460293.0196,42.91,1,1,19,160,2012,315000,2012,5,5,9.99,3.11,4.06,3
1,1045481.863,44.81,1,2,8,79,2016,340000,2016,5,5,10.38,2.9,4.14,3
4,460293.0196,25.66,1,2,19,135,2019,333000,2020,5,5,9.38,2.91,3.62,3
4,460293.0196,33.28,0,1,23,195,2018,568000,2018,5,5,10.62,2.68,4.23,3
4,1045481.863,39.15,0,1,19,142,2017,650000,2017,5,5,11.11,2.67,4.5,3
4,460293.0196,31.07,1,2,19,160,2012,329000,2012,4,5,9.99,2.66,4.06,3
4,460293.0196,29.78,0,2,8,81,2019,806000,2019,5,5,10.62,2.59,4.34,3
4,1494416.76,30.21,1,2,7,62,2018,655000,2019,5,5,10.62,2.6,4.46,3
1,1494416.76,43.09,0,1,29,247,2018,3250000,2018,5,7,12.68,2.35,5.59,3
4,1045481.863,44.5,1,1,19,157,2020,672000,2020,5,5,10.62,2.77,4.34,3
4,1494416.76,41.71,0,1,8,77,2019,981000,2019,5,5,9.99,2.63,4.91,3
3,460293.0196,44.81,1,2,8,67,2013,220000,2013,5,5,9.38,2.76,3.81,3
4,1494416.76,44.49,1,1,8,66,2016,804000,2016,5,5,11.67,2.35,4.95,3
4,460293.0196,27.14,1,1,19,156,2022,800000,2022,5,5,10.62,2.82,4.46,3
1,1042342.282,49.19,1,2,29,250,2015,950000,2015,2,7,12.68,2.35,4.65,3
4,460293.0196,39.15,1,1,8,81,2017,600000,2017,5,5,10.62,2.65,4.34,3
1,1494416.76,35.57,0,1,6,46,2020,3595000,2021,4,7,12.59,2.31,5.51,3
1,1494416.76,45.68,1,1,8,66,2020,1475000,2020,5,5,11.65,2.74,5.02,3
4,460293.0196,46.42,1,2,19,160,2013,263000,2013,5,5,9.99,2.74,4.06,3
4,460293.0196,31.41,1,1,8,74,2010,245000,2011,5,5,10.28,2.62,3.96,3
1,1494416.76,47.81,1,1,19,159,2019,777000,2019,2,5,10.77,2.9,4.46,3
4,460293.0196,36.3,0,2,19,149,2019,507000,2019,6,5,10.62,2.75,4.34,3
4,1042342.282,43.09,1,2,19,162,2021,1050000,2021,5,6,11.35,2.67,4.69,3
4,460293.0196,39.67,1,1,19,160,2013,297000,2013,4,5,9.99,2.66,4.06,3
4,460293.0196,44.7,1,3,8,81,2013,411000,2013,5,5,10.62,2.64,4.36,3
4,460293.0196,30.79,0,2,8,73,2019,529000,2019,6,5,10.28,2.73,4.08,3
4,1045481.863,45.94,0,1,7,56,2019,916000,2019,5,5,11.44,2.64,4.92,3
4,1045481.863,40.38,1,1,8,78,2018,842000,2018,2,5,11.67,2.57,4.95,3
4,460293.0196,44.81,1,1,8,80,2011,290000,2011,5,5,10.62,2.73,4.29,3
4,460293.0196,33.7,0,1,8,73,2019,525000,2019,4,5,10.28,2.73,4.08,3
4,1494416.76,36.09,0,1,26,205,2018,895000,2018,5,5,11.44,2.47,4.71,3
1,1494416.76,42.55,0,1,29,247,2019,3600000,2020,5,7,12.68,2.35,5.59,3
4,1045481.863,42.73,1,1,7,56,2009,385000,2009,5,5,11.44,2.56,4.88,3
4,1045481.863,48.2,1,1,27,217,2008,300000,2008,5,5,12.12,2.34,5.31,3
1,1045481.863,51.68,1,1,8,78,2013,515000,2013,5,5,11.65,2.82,5.02,3
1,460293.0196,37.08,1,1,6,49,2010,299000,2010,5,5,11.18,2.71,4.08,3
4,460293.0196,43.7,1,2,8,80,2010,268000,2012,5,5,10.62,2.73,4.29,3
4,460293.0196,29.81,1,1,26,207,2021,483000,2022,4,5,10,2.79,4.06,3
1,1494416.76,43.44,0,1,1,16,2011,1299000,2011,5,5,12.59,2.57,5.69,3
4,460293.0196,40.84,1,1,19,137,2018,618000,2019,2,5,10.62,2.78,4.36,3
1,460293.0196,46.28,0,2,19,156,2018,691000,2018,2,5,10.77,3.05,4.2,3
1,1494416.76,44.81,1,1,8,66,2016,1000000,2016,5,5,11.65,2.7,5.02,3
4,1045481.863,41.3,0,2,19,142,2017,653000,2017,2,5,11.11,2.67,4.5,3
1,1494416.76,46.1,0,1,19,159,2018,990000,2018,5,5,10.77,2.9,4.46,3
1,1045481.863,42.94,1,2,7,56,2014,537000,2014,5,5,11.44,2.93,4.62,3
4,460293.0196,48.66,1,1,19,160,2011,253000,2011,2,5,9.99,2.66,4.06,3
4,1045481.863,49.32,1,1,8,78,2012,399000,2012,5,5,11.67,2.57,4.95,3
4,460293.0196,49.2,1,2,19,156,2015,471000,2016,5,5,10.62,2.82,4.46,3
4,1045481.863,39.15,1,2,7,56,2011,340000,2011,5,5,11.44,2.57,4.88,3
4,460293.0196,43.09,1,1,19,135,2019,370000,2019,5,5,9.38,2.8,3.62,3
1,460293.0196,52.29,1,2,19,156,2012,400000,2012,5,5,10.77,2.84,4.2,3
1,1045481.863,47.18,0,1,30,257,2011,750000,2011,5,5,12.53,2.43,5.51,3
1,1042342.282,47.91,0,1,29,251,2016,2000000,2016,5,7,12.68,2.25,5.56,3
4,1045481.863,43.09,1,1,7,56,2011,360000,2011,5,5,11.44,2.57,4.88,3
4,460293.0196,49.54,1,2,19,156,2013,368000,2013,4,5,10.62,2.82,4.46,3
4,1045481.863,43.76,1,2,30,263,2015,556000,2016,2,5,11.69,2.47,4.7,3
4,460293.0196,45.19,1,1,19,156,2014,426000,2014,3,5,10.62,2.65,4.41,3
1,1494416.76,37,0,2,19,159,2018,961000,2018,6,5,10.77,2.9,4.46,3
1,1494416.76,47.95,1,2,16,124,2018,793000,2018,6,7,11.43,2.64,4.64,3
1,1045481.863,45.26,0,1,20,168,2012,990000,2013,5,5,12.68,2.46,5.54,3
4,1494416.76,45.32,0,1,8,66,2016,951000,2017,2,5,11.67,2.35,4.95,3
4,1045481.863,43.77,1,3,29,243,2008,300000,2009,3,5,12.16,2.44,5.17,3
4,1042342.282,36.56,1,1,4,34,2021,567000,2021,4,7,10.62,2.67,4.06,3
4,460293.0196,44.23,1,1,19,136,2017,298000,2018,2,5,9.99,2.9,4.04,3
4,1045481.863,39.15,1,2,30,263,2011,350000,2011,5,5,11.69,2.47,4.7,3
4,1042342.282,34,1,1,26,212,2022,674000,2022,6,7,10,2.71,4.14,3
1,1494416.76,47.91,1,2,26,205,2014,450000,2014,5,5,11.35,2.73,4.38,3
1,460293.0196,46.42,1,2,28,224,2016,270000,2016,5,5,10.77,2.84,4.2,3
4,1494416.76,39.15,1,1,8,77,2020,1000000,2020,5,5,9.99,2.63,4.91,3
1,1494416.76,46.42,1,1,16,129,2016,1050000,2016,5,7,12.59,2.52,5.19,3
1,1045481.863,47.91,1,2,27,216,2012,450000,2012,5,5,12.53,2.71,4.77,3
4,1494416.76,26.92,0,1,29,252,2022,1175000,2022,2,5,11.35,2.66,4.69,3
4,1045481.863,28.07,0,1,7,52,2021,940000,2021,2,5,10.62,2.64,4.46,3
4,460293.0196,42.73,1,2,19,135,2015,251000,2016,2,5,9.38,2.8,3.62,3
4,1494416.76,24.15,1,1,6,45,2021,988000,2021,4,5,11.44,2.51,4.94,3
1,1494416.76,38.09,1,1,28,233,2022,1157000,2022,2,5,11.44,2.77,4.77,3
4,1494416.76,39.79,0,1,12,97,2020,1598000,2020,6,5,11.06,2.55,5.17,3
4,460293.0196,41.97,1,1,19,135,2015,266000,2016,5,5,9.38,2.8,3.62,3
4,1045481.863,33.32,0,1,27,220,2021,3275000,2021,5,5,12.57,2.47,5.73,3
4,460293.0196,37.34,1,2,19,135,2017,279000,2017,4,5,9.38,2.8,3.62,3
4,460293.0196,34.87,1,2,8,70,2018,465000,2019,5,5,10.62,2.66,4.34,3
1,1045481.863,36.84,1,1,19,157,2015,210000,2015,5,5,10.77,2.98,4.2,3
0,460293.0196,40.12,1,1,19,160,2020,549000,2020,6,5,9.99,3.11,3.88,3
4,698986.5829,35.3,1,1,19,143,2014,345000,2014,5,5,10.61,2.49,4.18,3
4,460293.0196,46.64,0,1,26,207,2017,300000,2020,3,5,10,2.84,4.06,3
4,698986.5829,23.81,1,1,19,143,2019,495000,2019,2,5,10.62,2.7,4.3,3
1,1045481.863,42.17,1,2,30,254,2017,475000,2017,5,5,11.44,2.79,4.77,3
1,1045481.863,42.17,1,1,8,78,2012,445000,2012,2,5,11.65,2.82,5.02,3
4,1045481.863,45.85,1,1,7,56,2010,165000,2011,3,5,11.44,2.57,4.88,3
4,460293.0196,38.03,1,1,8,80,2016,290000,2016,5,5,10.28,2.71,4.08,3
4,1494416.76,35.47,1,1,28,233,2021,860000,2021,2,5,10.62,2.59,4.91,3
4,460293.0196,43.79,1,1,8,80,2010,241000,2011,4,5,10.62,2.73,4.29,3
1,1494416.76,49.92,1,3,16,122,2006,121000,2007,3,7,12.68,2.25,4.93,3
4,1494416.76,32.78,0,2,28,233,2018,817000,2018,2,5,10.62,2.57,4.77,3
4,460293.0196,42.27,0,2,8,80,2011,330000,2012,4,5,10.62,2.57,4.29,3
4,460293.0196,47.62,1,1,8,80,2010,185000,2010,2,5,10.62,2.73,4.29,3
4,1045481.863,35.95,1,1,30,254,2019,568000,2019,5,5,10,2.69,4.22,3
4,698986.5829,30.45,1,1,19,143,2021,470000,2021,3,5,10.61,2.53,4.17,3
4,460293.0196,42.62,0,1,19,153,2019,457000,2019,2,5,9.99,2.79,4.06,3
4,1494416.76,36.17,0,1,8,77,2020,1022000,2020,6,5,9.99,2.63,4.91,3
4,460293.0196,36.84,0,1,26,207,2017,312000,2017,5,5,10,2.89,4.06,3
1,460293.0196,49.32,1,2,28,227,2012,117000,2012,5,5,11.2,2.69,4.12,3
1,1045481.863,34.2,1,1,27,218,2018,870000,2018,5,5,11.44,2.76,4.77,3
4,460293.0196,43.09,1,2,7,54,2013,285000,2013,5,5,10.62,2.69,4.43,3
1,1494416.76,49.32,1,1,29,247,2018,2800000,2018,5,7,12.68,2.42,5.59,3
4,698986.5829,25.41,1,1,19,143,2020,520000,2020,2,5,10.62,2.7,4.3,3
4,460293.0196,47.91,1,2,19,134,2008,100000,2008,5,5,9.38,2.7,3.59,3
4,460293.0196,31.27,0,1,19,160,2019,550000,2019,2,5,10.62,2.74,4.34,3
1,460293.0196,44.81,1,2,6,49,2011,185000,2011,5,5,11.18,2.71,4.08,3
4,1042342.282,39.72,1,3,4,34,2019,431000,2019,5,7,10.62,2.71,4.06,3
4,460293.0196,39.52,0,1,7,59,2018,631000,2018,4,5,10.62,2.63,4.46,3
1,1494416.76,46.29,0,1,8,66,2017,1119000,2018,5,5,11.65,2.57,5.02,3
1,1494416.76,35.84,0,1,28,233,2019,1002000,2019,6,5,11.44,2.78,4.77,3
4,1042342.282,27.14,1,1,19,144,2014,685000,2015,4,7,11.11,2.52,4.54,3
4,460293.0196,39.36,1,1,7,54,2013,347000,2013,5,5,10.62,2.69,4.43,3
1,1494416.76,44.81,1,2,16,129,2015,650000,2015,5,7,12.68,2.52,5.19,3
1,1045481.863,41.57,1,1,19,157,2017,756000,2017,5,5,10.77,3.05,4.2,3
4,1494416.76,14.96,1,1,15,111,2021,1581000,2021,4,5,11.32,2.51,5.2,3
4,460293.0196,23.36,1,1,8,71,2020,584000,2020,2,5,10.62,2.75,4.34,3
1,460293.0196,42.92,1,2,8,70,2018,400000,2018,3,5,10.59,2.88,4.2,3
4,460293.0196,30.55,1,1,28,222,2022,535000,2022,2,5,10.62,2.68,4.43,3
1,1045481.863,35.83,0,1,31,266,2018,2200000,2018,5,5,12.53,3,5.75,3
1,1494416.76,43.09,1,1,16,117,2016,310000,2016,5,5,10.62,2.94,4.25,3
4,460293.0196,30.73,1,1,26,207,2017,337000,2017,5,5,10,2.84,4.06,3
4,1494416.76,34.86,1,1,12,97,2020,1259000,2020,2,5,11.44,2.56,4.84,3
1,1045481.863,28.15,1,1,7,56,2022,1291000,2022,2,5,11.44,2.89,4.61,3
4,460293.0196,26.56,0,1,19,140,2016,498000,2016,2,5,9.99,2.96,4.04,3
1,1045481.863,45.7,1,1,29,244,2016,470000,2016,3,5,11.09,2.87,4.06,3
4,1045481.863,39.58,0,2,7,56,2014,545000,2014,2,5,11.44,2.62,4.9,3
4,1494416.76,37.8,0,1,6,45,2018,895000,2018,5,5,11.44,2.45,4.94,3
4,460293.0196,37.14,0,2,26,207,2019,427000,2019,5,5,10,2.84,4.06,3
4,1045481.863,33.06,1,1,8,79,2017,559000,2018,2,5,10.62,2.72,4.34,3
1,460293.0196,43.09,1,2,19,156,2018,650000,2018,5,5,10.77,3.05,4.2,3
4,460293.0196,41.39,0,2,19,140,2016,443000,2016,5,5,9.99,2.96,4.04,3
1,460293.0196,44.81,1,1,8,70,2018,480000,2018,5,5,10.59,2.88,4.2,3
4,460293.0196,41.26,1,1,19,160,2007,145000,2007,5,5,9.99,2.79,4.06,3
1,1045481.863,42.97,1,1,2,25,2010,380000,2010,5,5,12.58,2.64,5.29,3
1,1045481.863,43.47,1,1,19,157,2014,450000,2014,5,5,10.77,2.86,4.2,3
1,1045481.863,34.2,0,1,1,10,2018,2300000,2018,5,5,12.59,2.83,5.75,3
1,1045481.863,50.6,0,2,30,263,2015,500000,2015,3,5,11.44,2.77,4.69,3
4,460293.0196,34.17,0,1,8,73,2019,531000,2019,2,5,10.28,2.73,4.08,3
4,460293.0196,23.07,1,1,28,222,2021,744000,2021,2,5,10.62,2.64,4.77,3
1,1045481.863,41.21,1,1,28,230,2011,200000,2011,5,5,10.77,2.76,4.46,3
0,460293.0196,36.84,1,1,19,140,2020,576000,2020,2,5,9.99,3.11,3.88,3
4,1494416.76,37.15,0,1,6,45,2017,760000,2017,2,5,11.44,2.46,4.95,3
4,460293.0196,45.66,1,2,7,54,2012,273000,2012,2,5,10.62,2.69,4.43,3
4,1045481.863,39.58,1,1,30,254,2016,480000,2016,5,5,10,2.69,4.22,3
1,1494416.76,49.29,1,1,8,66,2016,922000,2016,5,5,11.65,2.7,5.02,3
4,460293.0196,31.67,1,2,28,222,2021,746000,2021,6,5,10.62,2.64,4.77,3
1,1042342.282,42.73,0,1,29,251,2019,2400000,2019,2,7,12.68,2.25,5.56,3
1,1045481.863,47.91,1,1,8,78,2013,490000,2013,5,5,11.65,2.82,5.02,3
4,460293.0196,41.87,0,1,8,70,2014,460000,2014,5,5,10.62,2.66,4.34,3
1,1494416.76,36.72,0,1,16,129,2020,1589000,2020,5,7,12.68,2.47,5.35,3
4,1045481.863,24.66,1,1,8,78,2022,930000,2023,3,5,11.44,2.61,4.84,3
4,1042342.282,31.87,1,1,19,144,2022,702000,2022,3,7,11.35,2.67,4.69,3
1,1045481.863,39.15,1,2,8,78,2013,465000,2013,5,5,11.65,2.82,5.02,3
4,1045481.863,24.94,1,1,27,218,2021,1008000,2021,5,5,10,2.67,4.77,3
4,1494416.76,27.53,1,1,6,45,2018,813000,2018,4,5,11.44,2.57,4.95,3
4,1494416.76,31.07,0,1,11,92,2019,1485000,2019,5,5,11.1,2.52,5.43,3
1,1494416.76,44.86,1,2,16,126,2018,744000,2018,5,6,12.68,2.55,4.72,3
1,1494416.76,46.28,1,1,8,66,2017,989000,2017,4,5,11.65,2.7,5.02,3
4,1494416.76,31.07,0,1,11,92,2019,1485000,2019,5,5,11.1,2.52,5.43,3
4,1045481.863,37.47,1,2,7,52,2014,408000,2014,2,5,10.62,2.62,4.43,3
1,460293.0196,48.33,1,3,19,156,2015,400000,2015,3,5,10.77,2.93,4.2,3
1,1045481.863,41.91,1,1,19,157,2014,492000,2014,5,5,10.77,2.86,4.2,3
4,460293.0196,35.02,0,1,26,207,2018,446000,2018,4,5,10,2.89,4.06,3
1,1045481.863,46.42,1,2,19,142,2016,500000,2016,5,5,10.77,3.04,4.46,3
1,1494416.76,44.8,1,1,11,92,2017,1103000,2017,2,5,12.51,2.58,5.54,3
1,1494416.76,43.09,1,2,16,122,2018,960000,2018,5,7,12.68,2.54,4.93,3
1,1045481.863,47.91,1,1,19,158,2019,550000,2019,5,5,10.77,2.71,4.2,3
4,460293.0196,34.2,0,2,28,237,2020,660000,2020,5,5,10.62,2.67,4.39,3
1,1045481.863,31.07,0,1,8,68,2018,1450000,2018,5,5,11.65,2.63,5.02,3
4,460293.0196,35.68,0,1,30,258,2021,900000,2021,3,5,10,2.54,4.77,3
4,460293.0196,40,1,1,8,81,2013,385000,2013,5,5,10.62,2.64,4.36,3
4,1494416.76,31.27,1,1,23,194,2021,765000,2021,2,5,10,2.71,4.62,3
1,1494416.76,36.09,0,1,13,104,2018,4500000,2018,5,5,12.6,2.5,5.61,3
4,1494416.76,29.47,0,2,28,233,2021,991000,2021,4,5,10.62,2.57,4.91,3
1,1494416.76,44.76,1,1,19,159,2017,744000,2017,2,5,10.77,2.9,4.46,3
4,1042342.282,34.76,1,1,19,144,2018,825000,2018,5,7,11.35,2.67,4.69,3
4,1042342.282,30.83,0,1,26,212,2022,770000,2022,6,7,10,2.63,4.14,3
4,1045481.863,34.54,0,1,7,56,2015,745000,2015,2,5,11.44,2.62,4.9,3
1,1494416.76,41.23,1,1,28,225,2021,1775000,2021,4,5,12.51,2.54,5.51,3
1,1494416.76,44.83,1,1,6,45,2018,765000,2018,2,5,11.44,2.84,4.63,3
4,1494416.76,18.1,0,1,26,205,2019,835000,2019,4,5,11.44,2.47,4.71,3
4,460293.0196,39.15,1,1,19,136,2011,200000,2011,5,5,9.99,2.76,4.06,3
1,1045481.863,40.41,0,1,0,2,2013,1299000,2014,5,5,12.53,2.55,5.28,3
1,1045481.863,47.91,1,1,27,217,2007,249000,2007,5,5,12.38,2.65,4.48,3
1,1045481.863,51.04,0,1,27,220,2007,279000,2007,5,5,12.68,2.28,5.46,3
1,460293.0196,39.36,1,1,6,49,2011,310000,2011,5,5,11.18,2.71,4.08,3
4,460293.0196,31.01,1,1,26,207,2021,418000,2022,4,5,10,2.78,4.06,3
4,460293.0196,38.78,1,3,8,67,2015,257000,2016,5,5,9.38,2.76,3.81,3
1,1045481.863,43.97,0,1,31,266,2012,799000,2012,5,5,12.57,2.64,5.46,3
4,1045481.863,33.49,1,2,7,52,2019,622000,2019,5,5,10.62,2.69,4.46,3
4,460293.0196,39.28,1,2,19,135,2016,238000,2016,5,5,9.38,2.8,3.62,3
4,460293.0196,31.07,1,1,30,258,2011,365000,2011,5,5,10.62,2.54,4.2,3
4,460293.0196,31.78,0,1,19,137,2019,753000,2019,2,5,10.62,2.78,4.36,3
4,460293.0196,36.48,0,1,26,207,2018,394000,2018,4,5,10,2.84,4.06,3
1,1045481.863,42.48,0,1,8,78,2018,991000,2018,5,5,11.65,2.8,5.02,3
4,460293.0196,33.92,0,1,29,248,2019,773000,2020,5,5,10.62,2.69,4.34,3
4,460293.0196,47.18,1,2,5,36,2015,475000,2016,5,5,11.1,2.58,5.19,3
1,1045481.863,45.63,1,1,2,25,2010,465000,2010,5,5,12.58,2.64,5.29,3
1,1494416.76,49.6,1,1,29,247,2010,1199000,2010,5,7,12.68,2.26,5.52,3
1,1494416.76,35.57,0,1,6,46,2020,3575000,2021,4,7,12.68,2.33,5.41,3
1,1494416.76,43.09,1,1,6,45,2017,700000,2017,5,5,11.44,2.84,4.63,3
1,1494416.76,49.32,1,1,6,45,2015,450000,2015,5,5,11.44,2.83,4.62,3
1,1494416.76,35.57,0,1,6,46,2020,3900000,2020,5,7,12.59,2.31,5.51,3
4,460293.0196,40.88,1,2,8,67,2016,289000,2016,4,5,9.38,2.76,3.81,3
4,460293.0196,42.94,1,1,19,156,2013,403000,2013,4,5,10.62,2.82,4.46,3
1,1042342.282,53.13,1,2,29,250,2008,380000,2008,5,8,12.68,2.34,4.67,3
1,460293.0196,46.71,1,2,7,59,2018,617000,2018,4,5,11.44,3.01,4.62,3
1,1494416.76,47.24,0,1,8,66,2018,1192000,2018,6,5,11.65,2.6,5.02,3
